id,text,target,target_sentiment,companies_sentiment,consumers_sentiment,len,sentimient,sentimient_probas,emotion,emotion_prob,hateful,targeted,aggressive
310840,"El déficit público en la eurozona sube al 0,5% en el tercer trimestre",déficit público,negative,negative,negative,69,NEG,0.7258822917938232,others,0.9736681580543518,0.016074983403086662,0.00601536501199007,0.007822010666131973
312966,Las empresas aportan la mitad que hace 10 años a las cuentas del Estado,empresas,negative,negative,negative,71,NEU,0.5513802170753479,others,0.9860460162162781,0.045783113688230515,0.004262203350663185,0.013012525625526905
319081,"El Ibex-35 cae un 4,8% en agosto, cierra al filo de los 9.400 puntos, casi en mínimos anuales",Ibex-35,negative,negative,negative,93,NEU,0.46584805846214294,others,0.9365119338035583,0.01714097149670124,0.006612939294427633,0.00988074205815792
323918,"La inflación de China se mantiene en el 1,8% en mayo",inflación de China,positive,negative,negative,52,NEU,0.5128639936447144,others,0.9649043083190918,0.034200843423604965,0.010649706237018108,0.013946743682026863
324263,Con las cuotas a vueltas,cuotas,negative,negative,negative,24,NEG,0.8852587938308716,others,0.6385968923568726,0.21228519082069397,0.0053522600792348385,0.0490911640226841
349600,El vaivén de Donald Trump con los aranceles de China sacude todas las bolsas mundiales,vaivén de Donald Trump,negative,negative,negative,86,NEG,0.895734965801239,others,0.7778368592262268,0.08138217031955719,0.0058708349242806435,0.026422685012221336
357844,«Los índices europeos parecen haber entrado en modo rebote»,índices europeos,positive,negative,negative,59,NEG,0.6682175397872925,others,0.9213148951530457,0.22916202247142792,0.006258634850382805,0.07416606694459915
384829,"El beneficio del Santander se reduce un 4,9% por los tipos de cambio",beneficio del Santander,negative,negative,negative,68,NEU,0.5495120286941528,others,0.9838330149650574,0.025061344727873802,0.006176161579787731,0.010594909079372883
385359,Guindos apunta a Italia como el mayor riesgo para la deuda en Europa y no descarta un 'efecto contagio',Italia,negative,negative,negative,103,NEG,0.6206115484237671,others,0.9427534341812134,0.01139176357537508,0.007285048719495535,0.00913539994508028
390834,"El FMI calcula que el coronavirus puede costarle entre un 0,1% y un 0,2% al PIB mundial este año",coronavirus,negative,negative,negative,96,NEU,0.48394691944122314,others,0.9182980060577393,0.019555268809199333,0.005823326297104359,0.00901153776794672
394627,Oh yes! Gibraltar se paga sus servicios públicos engañando a la UE,Gibraltar,negative,negative,negative,66,NEG,0.5992094874382019,anger,0.587135374546051,0.13034279644489288,0.005540148820728064,0.03570655733346939
409492,Sanidad contradice a Comercio y prohíbe las rebajas por posibles aglomeraciones,rebajas,negative,negative,negative,79,NEG,0.6892099976539612,others,0.9835034608840942,0.022291600704193115,0.004692805465310812,0.012130913324654102
426829,"La tasa de paro salta al 15,33% tras destruirse un millón de empleos",tasa de paro,negative,negative,negative,68,NEG,0.8292152285575867,others,0.5643138885498047,0.014079888351261616,0.005655508954077959,0.007956065237522125
432283,La disolución de empresas se duplicó en junio respecto a mayo,disolución de empresas,negative,negative,negative,61,NEU,0.57956862449646,others,0.9843122363090515,0.019749684259295464,0.007047182414680719,0.007778938394039869
438555,"Créditos morosos en manos del Gobierno español sumaban 0,2 % del PIB en 2017",Créditos morosos,negative,negative,negative,76,NEU,0.5116769671440125,others,0.9389553070068359,0.021166525781154633,0.0038946375716477633,0.010470820590853691
445266,"El FMI alerta a Italia de que sus políticas podrían dejar ""vulnerable"" al país ante los mercados",Italia,negative,negative,negative,96,NEG,0.7711477875709534,others,0.967566967010498,0.019384678453207016,0.005316003691405058,0.010641094297170639
461307,Hacienda advierte a 21.500 usuarios de plataformas como Airbnb de que deben declarar todos sus ingresos,usuarios de plataformas como Airbnb,negative,negative,positive,103,NEU,0.5708341598510742,others,0.989691436290741,0.015623174607753754,0.0049468521028757095,0.008557424880564213
463625,"La Bolsa de Hong Kong baja un 0,51 % a media sesión",Bolsa de Hong Kong,negative,negative,negative,51,NEU,0.5107470750808716,others,0.9602373838424683,0.015608860179781914,0.008649720810353756,0.00778867956250906
465852,"La Bolsa de México pierde un 0,36 % al inicio de la sesión",Bolsa de México,negative,negative,negative,58,NEG,0.6461513638496399,others,0.9701876044273376,0.018411559984087944,0.01017029583454132,0.008830253034830093
472571,Los trabajadores de ITP en Sestao y Barakaldo piden una solución 'in extremis' a sus despidos,trabajadores de ITP,negative,negative,negative,93,NEG,0.7316679954528809,others,0.9903872609138489,0.009450852870941162,0.004945251625031233,0.009642978198826313
476793,"La Bolsa de Londres baja un 0,29 % en la apertura",Bolsa de Londres,negative,negative,negative,49,NEU,0.4763471186161041,others,0.9529680609703064,0.019693009555339813,0.00908725243061781,0.00946398638188839
478898,La luz anticipa mañana otro récord con España congelada,luz,positive,negative,negative,55,NEG,0.6247801780700684,others,0.6798725128173828,0.07885048538446426,0.008300012908875942,0.023890331387519836
479992,"El PIB frena su crecimiento y se expande un 0,5% en el segundo trimestre",PIB,negative,negative,negative,72,NEG,0.6652308702468872,others,0.9203566312789917,0.019192026928067207,0.00732422387227416,0.009470510296523571
484592,"Trump: ""Sin las subidas de tipos de la Fed, EEUU habría crecido un 4% en 2018""",subidas de tipos,negative,negative,negative,78,NEG,0.4655069410800934,others,0.9790534377098083,0.01841527409851551,0.005628853105008602,0.008507449179887772
491130,Cae la tasa de ahorro de los hogares en 2018 al mínimo histórico,tasa de ahorro,negative,negative,negative,64,NEU,0.49842700362205505,others,0.9266868233680725,0.022423887625336647,0.005364944692701101,0.009554998017847538
491838,Sólo el PSOE se enroca en mantener la subida del impuesto de matriculación,PSOE,negative,negative,negative,74,NEG,0.8856291770935059,others,0.9934349060058594,0.010922517627477646,0.005767752882093191,0.006404552608728409
496678,"La Bolsa de París baja un 0,09 % a la apertura",Bolsa de París,negative,negative,negative,46,NEU,0.4851645231246948,others,0.9528886079788208,0.01671137847006321,0.009298563003540039,0.009286951273679733
502644,"Rusia, un país con excesiva presencia del Estado e infraestructuras insuficientes",Rusia,negative,negative,negative,81,NEG,0.9755260348320007,others,0.9240582585334778,0.34958434104919434,0.005513847805559635,0.09141566604375839
517496,Huelga en la mayor compañía minera de Mauritania casi paraliza la actividad,mayor compañía minera de Mauritania,negative,negative,negative,75,NEG,0.8795323967933655,others,0.9775937795639038,0.03288738429546356,0.006951424293220043,0.013728387653827667
518084,Wall Street vuelve a las ventas afectado por la caída del petróleo,Wall Street,negative,negative,negative,66,NEG,0.7757823467254639,others,0.9579349756240845,0.01580003648996353,0.007172771729528904,0.009839490987360477
518286,"El precio de la gasolina sube un 1,73 % y el del gasóleo, un 1,21 %",precio de la gasolina,positive,negative,negative,67,NEU,0.4818703532218933,others,0.978630006313324,0.039159297943115234,0.009112543426454067,0.012566539458930492
522492,Los tuits de Trump y las tensiones geopolíticas tumban la Bolsa de Seúl,tuits de Trump,negative,negative,negative,71,NEG,0.900514543056488,others,0.9412581324577332,0.0358717143535614,0.004397475626319647,0.01606764644384384
522716,Los cruceros reabren sus puertas con solo un quinto de su negocio,cruceros,negative,negative,negative,65,NEU,0.7373666763305664,others,0.9895317554473877,0.04230858385562897,0.00495888153091073,0.014843226410448551
531001,La bolsa de Sao Paulo encadena tercera caída consecutiva en jornada volátil,bolsa de Sao Paulo,negative,negative,negative,75,NEU,0.5064602494239807,others,0.9688881039619446,0.01761050894856453,0.011410214006900787,0.011008585803210735
534520,ELA aboga por mantener la huelga indefinida en Tubacex como «garantía» para negociar,ELA,negative,negative,negative,84,NEU,0.688676118850708,others,0.9944114089012146,0.00955705251544714,0.006369380280375481,0.007153503596782684
537969,La guerra fría tecnológica entre EEUU y China acentúa el temor de Wall Street,guerra fría tecnológica,negative,negative,negative,77,NEG,0.8435533046722412,others,0.5336413979530334,0.02813023142516613,0.007039542309939861,0.017317695543169975
540922,"El petróleo de Texas cae un 0,6% y cierra en 58,81 dólares el barril",petróleo de Texas,negative,negative,positive,68,NEG,0.47769108414649963,others,0.9527680277824402,0.024307914078235626,0.008682372979819775,0.011625287123024464
544427,"Caída de Google y de sus servicios de Gmail y Youtube en EEUU, España y otros países europeos",Caída de Google,negative,negative,negative,93,NEG,0.8888609409332275,others,0.9509214758872986,0.06286591291427612,0.008400250226259232,0.03188388794660568
548878,Los riesgos económicos ante la repetición electoral de noviembre,riesgos económicos,negative,negative,negative,64,NEG,0.6628785729408264,others,0.9716719388961792,0.019923219457268715,0.005683375988155603,0.011557419784367085
550800,"La Bolsa de Sao Paulo pierde un 0,41 % en la apertura",Bolsa de Sao Paulo,negative,negative,negative,53,NEG,0.5222120881080627,others,0.9587666392326355,0.024149520322680473,0.011609436012804508,0.010318784043192863
553032,"España, en la zona media de la digitalización europea: lastrada por la formación y los precios",España,negative,negative,negative,94,NEG,0.8798658847808838,others,0.9873248338699341,0.07919584214687347,0.00639541307464242,0.026749329641461372
554620,"La deuda pública marca nuevo récord con 1,2 billones de euros hasta marzo",deuda pública,negative,negative,negative,73,NEU,0.5338509678840637,others,0.937048077583313,0.017094464972615242,0.005357895977795124,0.007772604003548622
554869,"El Gobierno admite que la fortaleza del euro es una ""amenaza importante"" para el turismo en España",fortaleza del euro,positive,negative,negative,98,NEG,0.8295866847038269,others,0.9849250912666321,0.016647139564156532,0.006509463768452406,0.01006360724568367
562761,Funcas avisa: la ralentización económica y la incertidumbre política obstaculizan el cumplimiento del déficit,cumplimiento del déficit,negative,negative,negative,109,NEG,0.933243453502655,others,0.9211638569831848,0.011474702507257462,0.005281914956867695,0.009773635305464268
569452,"El IBEX abre con pérdidas del 0,25 % en una jornada sin referencias de EEUU",IBEX,negative,negative,negative,75,NEG,0.7282971739768982,others,0.972375750541687,0.02361607924103737,0.007903996855020523,0.013529119081795216
573211,El Ibex vuelve a perder el 9.000 lastrado por el Brexit y la guerra comercial,Ibex,negative,negative,negative,77,NEG,0.9183482527732849,others,0.8531872034072876,0.018088173121213913,0.007243704982101917,0.01326645165681839
690590,La planta de Nissan en Barcelona dejará de fabricar el 'pick-up' de Mercedes-Benz,planta de Nissan,negative,negative,negative,81,NEG,0.5045187473297119,others,0.9927583932876587,0.013821305707097054,0.007964447140693665,0.008220016025006771
726820,CEOE denuncia la falta de EPIs de las pymes para reanudar su actividad con garantías,falta de EPIs,negative,negative,negative,84,NEG,0.8913845419883728,others,0.9879917502403259,0.01602001301944256,0.005229032598435879,0.00836842693388462
995761,La ley de sociedades profesionales se retrasa de nuevo en el Congreso,ley de sociedades profesionales,negative,negative,neutral,69,NEG,0.8478678464889526,others,0.9898756146430969,0.01371257845312357,0.007214093580842018,0.007786457892507315
1078862,Los peligros de financiarse sólo con rondas,rondas,negative,negative,neutral,43,NEG,0.6177769303321838,others,0.9908649325370789,0.12050766497850418,0.0037893580738455057,0.03331471234560013
1248454,"Tamaño y sector, los motivos detrás de las ""acusadas"" diferencias en digitalización de las empresas españolas",Tamaño y sector,negative,negative,neutral,109,NEG,0.7137768268585205,others,0.9828051924705505,0.02668294683098793,0.0038716120179742575,0.01197198498994112
1490866,Acciona ve imposible adjudicar el contrato de ATLL a Agbar,Acciona,negative,negative,neutral,58,NEG,0.791469931602478,others,0.9916247725486755,0.008146664127707481,0.007167337462306023,0.006889790762215853
1578198,El PSOE vaticina menos seguros agrarios con las ayudas del Gobierno regional,PSOE,negative,negative,neutral,76,NEG,0.7092394232749939,others,0.9864515066146851,0.01836296357214451,0.004861925728619099,0.009666952304542065
1600989,La confianza empresarial cae en Alemania en septiembre por quinto mes,confianza empresarial,negative,negative,neutral,69,NEU,0.5535681843757629,others,0.9524672627449036,0.016454510390758514,0.005616046022623777,0.007985509000718594
1680593,"Gandía, última parada de la guerra legal entre Aguas de Valencia y Agbar",Gandía,negative,negative,neutral,72,NEG,0.7456942200660706,others,0.9830134510993958,0.013844769448041916,0.005098183173686266,0.01108600478619337
1703125,"El sector textil cae un 8% en un semestre ""dramático"" en ventas",sector textil,negative,negative,neutral,63,NEG,0.859147310256958,others,0.9363329410552979,0.024180615320801735,0.006608946714550257,0.008877960965037346
1706393,"El juez liquida una inmobiliaria de Banco de Valencia, Gesfesa, Igsa y Planea",juez,negative,negative,neutral,77,NEU,0.5055012106895447,others,0.984965443611145,0.010927392169833183,0.008241981267929077,0.008135548792779446
1706608,Fitch avisa de que la unión bancaria no tranquiliza a los inversores,unión bancaria,negative,negative,neutral,68,NEG,0.9497080445289612,others,0.9850642085075378,0.018766654655337334,0.006420983467251062,0.010701333172619343
1818008,"Las ventas minoristas de la eurozona cayeron un 0,6% en diciembre",ventas minoristas de la eurozona,negative,negative,neutral,65,NEG,0.5294997096061707,others,0.9425101280212402,0.017785321921110153,0.005525385495275259,0.009386589750647545
1906456,Cuando el heredero no sirve como directivo,heredero,negative,negative,neutral,42,NEG,0.8531950116157532,others,0.9936485886573792,0.05920236185193062,0.021838556975126266,0.023464256897568703
1906857,La publicidad emitida en TV cae casi un 12% en el tercer trimestre,publicidad emitida en TV,negative,negative,neutral,66,NEG,0.6762927770614624,others,0.9592543244361877,0.018713757395744324,0.007027131039649248,0.007509738206863403
3042098,El 60% de las empresas no prevé mejorar sus ventas este verano,60% de las empresas,negative,negative,neutral,62,NEG,0.8668450117111206,others,0.9859400987625122,0.021553074941039085,0.004529669880867004,0.009643921628594398
3067491,Cataluña amenaza el año récord de Caixabank,Cataluña,negative,negative,neutral,43,NEG,0.7421496510505676,others,0.9438645839691162,0.018564362078905106,0.008650930598378181,0.012434923090040684
3103096,La cara B de la oferta china por Nissan Barcelona: apenas beneficiará a los proveedores,oferta china,negative,negative,neutral,87,NEG,0.8848935961723328,others,0.9849742650985718,0.019202325493097305,0.0077772969380021095,0.009920674376189709
3103225,El Automobile de Barcelona se aplaza a septiembre por la crisis mundial de chips,Automobile de Barcelona,negative,negative,neutral,80,NEG,0.772300124168396,others,0.9798832535743713,0.02043892815709114,0.0060743289068341255,0.010250580497086048
3167369,"La solvencia del posible comprador de Air Comet, en entredicho",comprador de Air Comet,negative,negative,neutral,62,NEG,0.504367470741272,others,0.9836967587471008,0.01152858417481184,0.006566205061972141,0.006633093114942312
3167891,Las cofradías ultiman una lluvia de alegaciones contra los dos parques eólicos marinos de Iberdrola en Galicia,cofradías,negative,negative,neutral,110,NEG,0.7229524850845337,others,0.9856576323509216,0.015125726349651814,0.004607063252478838,0.008929519914090633
3698216,Emprendedor exhibe a influencer por pedir perfume gratis y así respondió Lizzy Graph,influencer,negative,negative,neutral,84,NEU,0.5261318683624268,others,0.978063702583313,0.02161969058215618,0.013552526943385601,0.008299954235553741
4279305,El activismo climático veta al gas,gas,negative,negative,neutral,34,NEG,0.7546566724777222,others,0.9777740240097046,0.045026469975709915,0.006095126271247864,0.013129102997481823
4522279,"La confianza empresarial cae un 2,5% por las peores expectativas ante ómicron",confianza empresarial,negative,negative,neutral,77,NEG,0.8074179887771606,others,0.8736751675605774,0.015996990725398064,0.008489902131259441,0.010326466523110867
4526195,Los datos sobre el uso de los ascensores arrojan una caída del 45% en la afluencia a la oficina por ómicron,uso de los ascensores,negative,negative,neutral,107,NEU,0.555787205696106,others,0.9755547642707825,0.01639862358570099,0.00560719333589077,0.00834506656974554
4569351,La sombra de Bankia llega hasta Ibercaja: los minoristas vuelven a quedarse fuera,Bankia,negative,negative,neutral,81,NEG,0.8453885316848755,others,0.9604523181915283,0.05420047789812088,0.0063634952530264854,0.022160924971103668
4719943,6 errores que tienes que evitar al alquilar una oficina,6 errores,negative,negative,neutral,55,NEG,0.5246213674545288,others,0.98854660987854,0.03491177782416344,0.008005750365555286,0.012766487896442413
5014127,"El ""Operativo Máximo"" causa un temblor en el PJ bonaerense","""Operativo Máximo""",negative,neutral,neutral,58,NEG,0.6983687281608582,others,0.8267372846603394,0.010814015753567219,0.00732440734282136,0.006630111485719681
5044021,Los inspectores de Trabajo preparan huelga en marzo ante el “abandono” de Díaz y Montero,inspectores de Trabajo,negative,negative,negative,88,NEG,0.8193177580833435,others,0.9272570610046387,0.014676034450531006,0.005534379743039608,0.010376375168561935
5656984,Tenaris deja de cotizar en dos semanas y los inversores tienen que decidir qué hacer con sus acciones,Tenaris,negative,negative,neutral,101,NEG,0.5235815644264221,others,0.9917657971382141,0.03596556931734085,0.0047318171709775925,0.011744461953639984
5680880,La devaluación puso más presión a los balances de las empresas,devaluación,negative,negative,neutral,62,NEG,0.8691341280937195,others,0.9033800959587097,0.04245897755026817,0.005734855774790049,0.01584061048924923
5782642,Empeoran las condiciones de los créditos para empresas,créditos para empresas,negative,negative,neutral,54,NEG,0.9601436257362366,others,0.9314739108085632,0.03004022315144539,0.0041859871707856655,0.011917839758098125
3698216,Emprendedor exhibe a influencer por pedir perfume gratis y así respondió Lizzy Graph,influencer,negative,negative,neutral,84,NEU,0.5261318683624268,others,0.978063702583313,0.02161969058215618,0.013552526943385601,0.008299954235553741
1706608,Fitch avisa de que la unión bancaria no tranquiliza a los inversores,unión bancaria,negative,negative,neutral,68,NEG,0.9497080445289612,others,0.9850642085075378,0.018766654655337334,0.006420983467251062,0.010701333172619343
5656984,Tenaris deja de cotizar en dos semanas y los inversores tienen que decidir qué hacer con sus acciones,Tenaris,negative,negative,neutral,101,NEG,0.5235815644264221,others,0.9917657971382141,0.03596556931734085,0.0047318171709775925,0.011744461953639984
3167891,Las cofradías ultiman una lluvia de alegaciones contra los dos parques eólicos marinos de Iberdrola en Galicia,cofradías,negative,negative,neutral,110,NEG,0.7229524850845337,others,0.9856576323509216,0.015125726349651814,0.004607063252478838,0.008929519914090633
99212,Draghi protesta por el registro policial efectuado en el banco central de Eslovenia,Draghi,negative,negative,neutral,83,NEG,0.6652671098709106,others,0.9824835658073425,0.010971693322062492,0.007368650287389755,0.007017016410827637
1078862,Los peligros de financiarse sólo con rondas,rondas,negative,negative,neutral,43,NEG,0.6177769303321838,others,0.9908649325370789,0.12050766497850418,0.0037893580738455057,0.03331471234560013
3067491,Cataluña amenaza el año récord de Caixabank,Cataluña,negative,negative,neutral,43,NEG,0.7421496510505676,others,0.9438645839691162,0.018564362078905106,0.008650930598378181,0.012434923090040684
1703125,"El sector textil cae un 8% en un semestre ""dramático"" en ventas",sector textil,negative,negative,neutral,63,NEG,0.859147310256958,others,0.9363329410552979,0.024180615320801735,0.006608946714550257,0.008877960965037346
267685,La CNMV prohíbe las ventas en corto sobre acciones de 69 sociedades por el impacto del coronavirus,CNMV,negative,negative,neutral,98,NEU,0.5143616199493408,others,0.9943206310272217,0.013990121893584728,0.005729684140533209,0.007286604028195143
3103096,La cara B de la oferta china por Nissan Barcelona: apenas beneficiará a los proveedores,oferta china,negative,negative,neutral,87,NEG,0.8848935961723328,others,0.9849742650985718,0.019202325493097305,0.0077772969380021095,0.009920674376189709
4569351,La sombra de Bankia llega hasta Ibercaja: los minoristas vuelven a quedarse fuera,Bankia,negative,negative,neutral,81,NEG,0.8453885316848755,others,0.9604523181915283,0.05420047789812088,0.0063634952530264854,0.022160924971103668
4279305,El activismo climático veta al gas,gas,negative,negative,neutral,34,NEG,0.7546566724777222,others,0.9777740240097046,0.045026469975709915,0.006095126271247864,0.013129102997481823
358600,Los malos resultados de ArcelorMittal preocupan a las plantas del País Vasco,ArcelorMittal,negative,negative,neutral,76,NEG,0.9753157496452332,others,0.7830764651298523,0.01417769119143486,0.0045381151139736176,0.009143777191638947
5014127,"El ""Operativo Máximo"" causa un temblor en el PJ bonaerense","""Operativo Máximo""",negative,negative,neutral,58,NEG,0.6983687281608582,others,0.8267372846603394,0.010814015753567219,0.00732440734282136,0.006630111485719681
41485,Las aseguradoras verán reducida su red bancaria en 1.560 oficinas,aseguradoras,negative,negative,neutral,65,NEU,0.797908365726471,others,0.9925820827484131,0.02382569946348667,0.007307971827685833,0.009705332107841969
300251,Sube solo un 2% el tipo efectivo que las empresas pagan a Hacienda,tipo efectivo,negative,negative,neutral,66,NEU,0.5118622779846191,others,0.9813455939292908,0.02925899811089039,0.004907237831503153,0.010854682885110378
64520,Los coches eléctricos cortocircuitarán a los concesionarios,coches eléctricos,negative,negative,neutral,59,NEU,0.4968746304512024,others,0.9689351320266724,0.15175460278987885,0.003421019297093153,0.03425545245409012
1490866,Acciona ve imposible adjudicar el contrato de ATLL a Agbar,Acciona,negative,negative,neutral,58,NEG,0.791469931602478,others,0.9916247725486755,0.008146664127707481,0.007167337462306023,0.006889790762215853
5680880,La devaluación puso más presión a los balances de las empresas,devaluación,negative,negative,neutral,62,NEG,0.8691341280937195,others,0.9033800959587097,0.04245897755026817,0.005734855774790049,0.01584061048924923
1680593,"Gandía, última parada de la guerra legal entre Aguas de Valencia y Agbar",Gandía,negative,negative,neutral,72,NEG,0.7456942200660706,others,0.9830134510993958,0.013844769448041916,0.005098183173686266,0.01108600478619337
4522279,"La confianza empresarial cae un 2,5% por las peores expectativas ante ómicron",confianza empresarial,negative,negative,neutral,77,NEG,0.8074179887771606,others,0.8736751675605774,0.015996990725398064,0.008489902131259441,0.010326466523110867
4719943,6 errores que tienes que evitar al alquilar una oficina,6 errores,negative,negative,neutral,55,NEG,0.5246213674545288,others,0.98854660987854,0.03491177782416344,0.008005750365555286,0.012766487896442413
256100,La banca estadounidense también se suma al exilio fiscal,banca estadounidense,negative,negative,neutral,56,NEU,0.584908664226532,others,0.9938188195228577,0.03419666737318039,0.007956219837069511,0.014079940505325794
1578198,El PSOE vaticina menos seguros agrarios con las ayudas del Gobierno regional,PSOE,negative,negative,neutral,76,NEG,0.7092394232749939,others,0.9864515066146851,0.01836296357214451,0.004861925728619099,0.009666952304542065
1906456,Cuando el heredero no sirve como directivo,heredero,negative,negative,neutral,42,NEG,0.8531950116157532,others,0.9936485886573792,0.05920236185193062,0.021838556975126266,0.023464256897568703
1600989,La confianza empresarial cae en Alemania en septiembre por quinto mes,confianza empresarial,negative,negative,neutral,69,NEU,0.5535681843757629,others,0.9524672627449036,0.016454510390758514,0.005616046022623777,0.007985509000718594
169594,El futbolista del Real Madrid Marcelo paga medio millón de euros a Hacienda y evita una pena de cárcel de 4 meses,Marcelo,negative,neutral,neutral,113,NEU,0.5766811370849609,others,0.9735957384109497,0.008491684682667255,0.007096472196280956,0.006986542139202356
1706393,"El juez liquida una inmobiliaria de Banco de Valencia, Gesfesa, Igsa y Planea",juez,negative,negative,neutral,77,NEU,0.5055012106895447,others,0.984965443611145,0.010927392169833183,0.008241981267929077,0.008135548792779446
12794,El Covid-19 recorta en 2.150 millones el beneficio de las cotizadas catalanas,Covid-19,negative,negative,neutral,77,NEG,0.7457801103591919,others,0.9761281609535217,0.021831030026078224,0.005481223575770855,0.011471813544631004
